face_id,src,dst,face_length,normal_x,normal_y,center_distance,elevation_src,elevation_dst,elevation_diff,bed_slope,manning_src,manning_dst,manning_mean,manning_diff,ip_src,ip_dst,ip_mean,ip_diff,landcover_ip_src,landcover_ip_dst,area_src,area_dst,area_mean,area_ratio,zone_src,zone_dst,same_zone,zone3_touching,zone3_internal,surface_gradient_rms,face_target_mean,face_target_std,face_target_rms
4718,1446,1447,100,1,-0,100,17.85929298,18.08275032,0.223457336,0.00223457336,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.0007383105687,-18302.41211,22608.83594,29088.44727
4719,1512,1590,100,-0,-1,100,17.0472393,17.38337898,0.336139679,0.00336139679,0.045,0.045,0.045,0,10,10,10,0,10,10,9999.999756,10000,9999.999878,1.000000024,0,0,1,0,0,0.001224319618,10131.43652,31562.82617,33149.02734
4720,1512,1513,100,1,-0,100,17.0472393,17.1559639,0.108724594,0.00108724594,0.045,0.045,0.045,0,10,10,10,0,10,10,9999.999756,10000,9999.999878,1.000000024,0,0,1,0,0,0.0003721959362,-10461.15918,27084.13672,29034.22656
4721,1449,1450,100,1,-0,100,17.96403885,18.05185127,0.087812424,0.00087812424,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.000294655073,-26883.86133,29546.69727,39946.83203
4722,1449,1448,100,-1,-0,100,17.96403885,17.98234558,0.018306732,0.00018306732,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000.00024,10000.00012,1.000000024,0,0,1,0,0,9.575337688e-05,24869.32617,28741.43555,38007.28125
4723,1449,1522,100,-0,-1,100,17.96403885,18.50650787,0.542469025,0.00542469025,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.002014589003,11928.98633,13338.57715,17894.64648
4724,1450,1523,100,-0,-1,100,18.05185127,18.55739593,0.505544662,0.00505544662,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,9999.999756,9999.999878,1.000000024,0,0,1,0,0,0.001913683478,10502.99902,10295.31641,14707.36328
4725,1450,1451,100,1,-0,100,18.05185127,18.05185127,0,0,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,7.960051053e-05,-31588.01172,34684.02344,46912.51562
4726,1447,1520,100,-0,-1,100,18.08275032,18.27151489,0.188764573,0.00188764573,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.0006558295829,8549.823242,12228.57227,14921.04102
4727,1447,1448,100,1,-0,100,18.08275032,17.98234558,-0.100404739,-0.00100404739,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000.00024,10000.00012,1.000000024,0,0,1,0,0,0.0002818498916,-21110.72656,24763.10938,32540.34961
4728,1516,1517,100,1,-0,100,17.67323303,17.7628479,0.089614868,0.00089614868,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000,10000,1,0,0,1,0,0,0.0003615682818,-13679.21484,17829.66016,22472.59961
4729,1516,1594,100,-0,-1,100,17.67323303,18.11372948,0.440496445,0.00440496445,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000.00024,10000.00012,1.000000024,0,0,1,0,0,0.001574032516,11712.49316,26943.36328,29379.0293
4730,1517,1595,100,-0,-1,100,17.7628479,18.10417938,0.341331482,0.00341331482,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000,10000,1,0,0,1,0,0,0.001218602115,10619.77148,24752.94141,26934.87891
4731,1517,1518,100,1,-0,100,17.7628479,17.93626213,0.173414231,0.00173414231,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000,10000,1,0,0,1,0,0,0.0006991114962,-16597.90039,20085.48438,26056.03516
4732,1451,1524,100,-0,-1,100,18.05185127,18.4921875,0.440336227,0.00440336227,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.001600868699,6864.365234,5996.187988,9114.482422
4733,1451,1452,100,1,-0,100,18.05185127,18.09375,0.041898727,0.00041898727,0.12,0.045,0.0825,-0.075,85,10,47.5,-75,85,10,10000,10000,10000,1,0,0,1,0,0,0.0001059794205,-47553.95703,51015.42578,69742.03906
4734,1452,1525,100,-0,-1,100,18.09375,18.4921875,0.3984375,0.003984375,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000,10000,1,0,0,1,0,0,0.00154536479,9732.0625,7697.497559,12408.24316
4735,1452,1453,100,1,-0,100,18.09375,18.53823471,0.444484711,0.00444484711,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000,10000,1,0,0,1,0,0,0.001622226075,-61890.98047,62750.23047,88136.74219
4736,1453,1526,100,-0,-1,100,18.53823471,18.80703926,0.26880455,0.0026880455,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000,10000,1,0,0,1,0,0,0.0009655049363,19667.88867,16554.64844,25707.62891
4737,1453,1454,100,1,-0,100,18.53823471,19.10301781,0.564783096,0.00564783096,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000,10000,1,0,0,1,0,0,0.001966808494,-69483.71094,68797.38281,97780.70312
4738,1454,1527,100,-0,-1,100,19.10301781,19.20206833,0.099050522,0.00099050522,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000,10000,1,0,0,1,0,0,0.0004353612107,25758.28125,23002.20508,34533.90234
4739,1454,1455,100,1,-0,100,19.10301781,19.06180382,-0.041213989,-0.00041213989,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000,10000,1,0,0,1,0,0,0.0001153825701,-79755.35938,76856.92969,110760.5703
4740,1455,1528,100,-0,-1,100,19.06180382,19.39318276,0.331378937,0.00331378937,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000,10000,1,0,0,1,0,0,0.001299685251,32554.26172,29021.36133,43612.14844
4741,1459,1460,100,1,-0,100,18.40949821,18.33084297,-0.078655243,-0.00078655243,0.045,0.045,0.045,0,10,10,10,0,10,10,10000.00024,10000,10000.00012,1.000000024,0,0,1,0,0,0.0001501703523,-67209.39844,56667.53906,87910.82812
4742,1459,1458,100,-1,-0,100,18.40949821,18.01363182,-0.395866394,-0.00395866394,0.045,0.045,0.045,0,10,10,10,0,10,10,10000.00024,10000,10000.00012,1.000000024,0,0,1,0,0,0.001380865707,87436.36719,75765.67188,115695.9609
4743,1459,1532,100,-0,-1,100,18.40949821,19.277174,0.867675781,0.00867675781,0.045,0.12,0.0825,0.075,10,85,47.5,75,10,85,10000.00024,10000,10000.00012,1.000000024,0,0,1,0,0,0.002941206895,38096.05078,34328.52344,51281.15234
4744,1460,1533,100,-0,-1,100,18.33084297,19.47707367,1.146230697,0.01146230697,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000,10000,1,0,0,1,0,0,0.003598146023,23777.41406,20995.94727,31720.58008
4745,1460,1461,100,1,-0,100,18.33084297,19.54604912,1.215206146,0.01215206146,0.045,0.12,0.0825,0.075,10,85,47.5,75,10,85,10000,10000,10000,1,0,0,1,0,0,0.004010551178,-54036.97656,44199.54297,69811.13281
4746,1458,1531,100,-0,-1,100,18.01363182,19.31060982,1.296977997,0.01296977997,0.045,0.12,0.0825,0.075,10,85,47.5,75,10,85,10000,10000,10000,1,0,0,1,0,0,0.004260162076,39815.92578,34813.86328,52889.62891
4747,1461,1462,100,1,-0,100,19.54604912,19.26791191,-0.278137207,-0.00278137207,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.0005007494406,-48066.11328,38818.40625,61783.65625
4748,1461,1534,100,-0,-1,100,19.54604912,19.50018883,-0.04586029,-0.0004586029,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,9999.999756,9999.999878,1.000000024,0,0,1,0,0,0.0001733052092,30386.38281,25034.06836,39370.50781
4749,1462,1535,100,-0,-1,100,19.26791191,19.77189636,0.503984451,0.00503984451,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.0009332555857,37567.73828,31937.93164,49308.88672
4750,1462,1463,100,1,-0,100,19.26791191,19.19143105,-0.076480865,-0.00076480865,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,7.251816674e-05,-44346.69922,35898.24219,57055.35547
4751,1463,1536,100,-0,-1,100,19.19143105,19.91106224,0.719631195,0.00719631195,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.001472026649,37570.94531,30928.49023,48663.61719
4752,1463,1464,100,1,-0,100,19.19143105,20.060112,0.868680954,0.00868680954,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.002149560997,-37131.31641,29284.9375,47289.98047
4753,1414,9550,53.13170242,0.8906784654,-0.454633832,185.2481524,26.50315476,23.90625,-2.596904755,-0.01401851906,0.12,0.12,0.12,0,85,85,85,0,85,85,13308.69653,14734.42676,14021.56165,1.107127713,0,0,1,0,0,0.01333442162,-6910.646973,5523.161133,8846.600586
4754,1414,1485,128.5212708,-0,-1,100,26.50315476,26.35747147,-0.145683289,-0.00145683289,0.12,0.12,0.12,0,85,85,85,0,85,85,13308.69653,12678.3418,12993.51917,1.049719021,0,0,1,0,0,0.000262210381,10963.25391,11219.17188,15686.3877
4755,9550,1485,65.28697968,-0.9950039983,-0.09983496368,166.2414501,23.90625,26.35747147,2.451221466,0.01474494757,0.12,0.12,0.12,0,85,85,85,0,85,85,14734.42676,12678.3418,13706.38428,1.162173019,0,0,1,0,0,0.01041814553,16087.22266,10594.91895,19262.68555
4756,9550,1559,39.42218781,-0.4892680347,-0.8721334934,133.6913595,23.90625,25.49120522,1.584955215,0.01185533022,0.12,0.12,0.12,0,85,85,85,0,85,85,14734.42676,10448.5332,12591.47998,1.41019093,0,0,1,0,0,0.01059344413,10374.4209,4952.132324,11495.74805
4757,9550,9551,99.63963318,0.07427100092,-0.9972380996,94.57871543,23.90625,24.70755959,0.801309586,0.008472409276,0.12,0.12,0.12,0,85,85,85,0,85,85,14734.42676,5815.657227,10275.04199,2.533578955,0,1,0,0,0,0.001734513678,31309.21484,20436.50391,37388.73828
4758,9550,9585,95.26280212,0.9974765182,0.0709970668,100,23.90625,23.90625,0,0,0.12,0.12,0.12,0,85,85,85,0,85,85,14734.42676,8662.519531,11698.47314,1.700940091,0,0,1,0,0,6.31207275e-05,-32434.8457,18821.04102,37500.00781
4759,9550,9552,113.1635818,0.2575859129,0.9662554264,123.9507009,23.90625,23.90625,0,0,0.12,0.12,0.12,0,85,85,85,0,85,85,14734.42676,9585.980957,12160.20386,1.537080746,0,0,1,0,0,0.0001216750934,-32584.4668,18472.10156,37456.1875
4760,1531,1532,100,1,-0,100,19.31060982,19.277174,-0.033435822,-0.00033435822,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,7.802372645e-05,-35821.64062,30190.57031,46847.20312
4761,1531,1530,100,-1,-0,100,19.31060982,19.45989227,0.149282455,0.00149282455,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.0002932903751,43268.71484,37530.19141,57277.36719
4762,1531,1609,100,-0,-1,100,19.31060982,19.47103119,0.160421371,0.00160421371,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.0003026327889,31650.5,27490.45117,41922.29688
4763,1532,1610,100,-0,-1,100,19.277174,19.40788841,0.130714416,0.00130714416,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.0002284601398,37360.07031,32782.84766,49704.02344
4764,1532,1533,100,1,-0,100,19.277174,19.47707367,0.199899673,0.00199899673,0.12,0.045,0.0825,-0.075,85,10,47.5,-75,85,10,10000,10000,10000,1,0,0,1,0,0,0.0005414120371,-35812.34375,29740.22852,46551.10156
4765,1467,1466,100,-1,-0,100,20.76460457,21.28979874,0.525194169,0.00525194169,0.045,0.12,0.0825,0.075,10,85,47.5,75,10,85,10000,10000,10000,1,0,0,1,0,0,0.001595848159,11557.10645,11567.65723,16351.67871
4766,1467,1540,100,-0,-1,100,20.76460457,20.5045948,-0.260009765,-0.00260009765,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000,10000,1,0,0,1,0,0,0.0003565090898,55104.20703,45340.80469,71360.08594
4767,1467,1468,100,1,-0,100,20.76460457,21.22383499,0.459230423,0.00459230423,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000,10000,1,0,0,1,0,0,0.001271160252,-19663.14062,16824.76172,25878.78906
4768,1464,1537,100,-0,-1,100,20.060112,20.63436508,0.574253082,0.00574253082,0.12,0.045,0.0825,-0.075,85,10,47.5,-75,85,10,10000,10000,10000,1,0,0,1,0,0,0.00240222068,36942.13672,29747.26758,47430.17188
4769,1464,1465,100,1,-0,100,20.060112,20.83273697,0.772624969,0.00772624969,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.002994172467,-29812.13281,24771.25781,38760.52734
4770,1465,1538,100,-0,-1,100,20.83273697,20.59641838,-0.236318588,-0.00236318588,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.0006400896086,25043.70312,19080.61523,31484.23438
4771,1465,1466,100,1,-0,100,20.83273697,21.28979874,0.457061768,0.00457061768,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.002402483159,-14166.53516,14046.17969,19949.58398
4772,1466,1539,100,-0,-1,100,21.28979874,20.59268189,-0.697116852,-0.00697116852,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.001823899789,26841.86133,20366.49609,33693.91406
4773,1468,1541,100,-0,-1,100,21.22383499,21.10341644,-0.120418548,-0.00120418548,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000,10000,1,0,0,1,0,0,0.0001695174231,53828.81641,43431.15234,69165.07031
4774,1468,1469,100,1,-0,100,21.22383499,21.2849865,0.061151505,0.00061151505,0.045,0.12,0.0825,0.075,10,85,47.5,75,10,85,10000,10000,10000,1,0,0,1,0,0,0.0001973272633,-1780.916626,7602.851074,7808.649414
4775,1469,1542,100,-0,-1,100,21.2849865,21.1875,-0.097486496,-0.00097486496,0.12,0.045,0.0825,-0.075,85,10,47.5,-75,85,10,10000,10000,10000,1,0,0,1,0,0,0.0002891709538,73707.10938,56787.14453,93045.78125
4776,1469,1470,100,1,-0,100,21.2849865,21.91579246,0.630805969,0.00630805969,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000.00024,10000.00012,1.000000024,0,0,1,0,0,0.002866917894,-22515.96094,18102.70312,28890.76562
4777,1470,1543,100,-0,-1,100,21.91579246,21.58058548,-0.335206985,-0.00335206985,0.12,0.12,0.12,0,85,85,85,0,85,85,10000.00024,10000,10000.00012,1.000000024,0,0,1,0,0,0.001537863509,38733.67578,29356.97266,48601.74219
4778,1470,1471,100,1,-0,100,21.91579246,22.396595,0.480802536,0.00480802536,0.12,0.12,0.12,0,85,85,85,0,85,85,10000.00024,10000,10000.00012,1.000000024,0,0,1,0,0,0.002611475167,-12989.68457,12159.7793,17793.03711
4779,1471,1544,100,-0,-1,100,22.396595,21.94883919,-0.447755813,-0.00447755813,0.12,0.045,0.0825,-0.075,85,10,47.5,-75,85,10,10000,10000,10000,1,0,0,1,0,0,0.002576512745,51706.08203,39050.51953,64795.53906
4780,1471,1472,100,1,-0,100,22.396595,22.88472366,0.488128662,0.00488128662,0.12,0.045,0.0825,-0.075,85,10,47.5,-75,85,10,10000,10000,10000,1,0,0,1,0,0,0.002010156688,-17741.74609,15610.38086,23631.62109
4781,1472,1545,100,-0,-1,100,22.88472366,22.11152649,-0.773197174,-0.00773197174,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,9999.999756,9999.999878,1.000000024,0,0,1,0,0,0.003783661113,72628.84375,55365.08594,91324.92188
4782,1472,1473,100,1,-0,100,22.88472366,23.24512863,0.360404969,0.00360404969,0.045,0.12,0.0825,0.075,10,85,47.5,75,10,85,10000,10000,10000,1,0,0,1,0,0,0.001816492641,-41910.39062,33178.22266,53453.48828
4783,1473,1546,100,-0,-1,100,23.24512863,22.77788544,-0.467243195,-0.00467243195,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.002155079216,29949.64258,22732.75391,37599.98828
4784,1473,1474,100,1,-0,100,23.24512863,23.3129673,0.067838668,0.00067838668,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.0003924413993,-29970.11328,23328.46289,37979.26953
4785,1474,1547,100,-0,-1,100,23.3129673,23.49708557,0.184118271,0.00184118271,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.0008410918644,29661.29688,23206.89844,37661.02344
4786,1474,1475,100,1,-0,100,23.3129673,23.64497185,0.332004548,0.00332004548,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.00169913487,-24374.41016,19746.75977,31369.51367
4787,1475,1548,100,-0,-1,100,23.64497185,23.66623688,0.021265029,0.00021265029,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.0002956146309,29977.13477,22595.64648,37539.20312
4788,1475,1476,100,1,-0,100,23.64497185,23.6875,0.042528152,0.00042528152,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.0002773722592,-22327.79883,17770.9668,28536.60742
4789,1476,1549,100,-0,-1,100,23.6875,23.93663979,0.249139786,0.00249139786,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.00103918621,28425.13672,22285.78125,36119.86328
4790,1476,1477,100,1,-0,100,23.6875,23.6875,0,0,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.0001894258249,-20139.04297,16562.91016,26075.10547
4791,1477,1550,100,-0,-1,100,23.6875,23.964674,0.277173996,0.00277173996,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.001079508646,27520.92383,21514.79297,34932.61328
4792,1479,1552,100,-0,-1,100,24.37940598,24.79133987,0.411933899,0.00411933899,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.002427993412,21527.5,17666.02344,27848.18945
4793,9553,9552,120.2189865,-0.1800633371,-0.9836550355,41.85648771,23.90625,23.90625,0,0,0.12,0.12,0.12,0,85,85,85,0,85,85,7697.960938,9585.980957,8641.970947,1.245262354,1,0,0,0,0,0.000104969729,42744.35547,24268.5957,49153.27734
4794,9553,9554,75.798172,-0.04431654885,0.9990175366,117.121015,23.90625,23.9166851,0.010435104,8.909676885e-05,0.12,0.045,0.0825,-0.075,85,10,47.5,-75,85,10,7697.960938,10403.2085,9050.584717,1.351423913,1,0,0,0,0,0.0001767569957,-24798.55469,14409.64551,28681.11328
4795,1503,1502,100,-1,-0,100,33.25236511,32.45059586,-0.801769256,-0.00801769256,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.006226501964,18629.41406,15360.94531,24145.67578
4796,1503,1504,100,1,-0,100,33.25236511,32.6932869,-0.559078216,-0.00559078216,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,14595.75024,12297.87512,1.459575024,0,0,1,0,0,0.00118498842,-16559.54102,9167.024414,18927.56445
4797,1549,1550,100,1,-0,100,23.93663979,23.964674,0.02803421,0.0002803421,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.0002252924757,-19424.74414,17515.40625,26155.49805
4798,1549,1548,100,-1,-0,100,23.93663979,23.66623688,-0.270402909,-0.00270402909,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.001509451587,21577.08984,18970.1875,28730.45117
4799,1549,1627,100,-0,-1,100,23.93663979,24.06045914,0.123819351,0.00123819351,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000.00024,10000.00012,1.000000024,0,0,1,0,0,0.0005358596045,25931.42383,20545.90625,33084.33203
4800,1550,1628,100,-0,-1,100,23.964674,24.09375,0.129076004,0.00129076004,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.0004262737489,25722.58008,20247.74609,32735.64258
4801,1550,1551,100,1,-0,100,23.964674,24.18590164,0.221227646,0.00221227646,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.001094917725,-17961.56445,16498.84766,24389.13086
4802,1500,1499,100,-1,-0,100,31.61940384,30.80261231,-0.816791534,-0.00816791534,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.00773346023,24788.3418,13850.96484,28395.61719
4803,1500,1576,100,-0,-1,100,31.61940384,31.64398766,0.024583817,0.00024583817,0.12,0.045,0.0825,-0.075,85,10,47.5,-75,85,10,10000,10000.00024,10000.00012,1.000000024,0,0,1,0,0,0.0005785451995,-6876.439941,5429.607422,8761.624023
4804,1500,1501,100,1,-0,100,31.61940384,31.77479553,0.155391693,0.00155391693,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.0007968679038,-25059.72461,13504.13477,28466.67188
4805,1552,1553,100,1,-0,100,24.79133987,25.0947628,0.303422928,0.00303422928,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.001862002155,-15415.10645,14572.05078,21212.5
4806,1552,1551,100,-1,-0,100,24.79133987,24.18590164,-0.605438232,-0.00605438232,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.003628987368,16787.07227,15590.12402,22909.77539
4807,1552,1630,100,-0,-1,100,24.79133987,24.97761726,0.18627739,0.0018627739,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.0008072127153,19904.58789,16476.89453,25839.51758
4808,1553,1631,100,-0,-1,100,25.0947628,25.61891937,0.524156571,0.00524156571,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,11964.20825,10982.10413,1.196420825,0,0,1,0,0,0.002453322382,17521.63281,14784.41309,22925.67383
4809,1553,1554,100,1,-0,100,25.0947628,25.11650848,0.021745682,0.00021745682,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.0008000094048,-14206.75195,13395.60547,19526.24023
4810,1551,1629,100,-0,-1,100,24.18590164,24.34061623,0.154714584,0.00154714584,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.0007341231455,23278.2207,18701.42188,29859.98438
4811,1630,1629,100,-1,-0,100,24.97761726,24.34061623,-0.637001038,-0.00637001038,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.003689094682,16096.13867,16252.29297,22874.0625
4812,1630,1704,100,-0,-1,100,24.97761726,25.01927757,0.041660309,0.00041660309,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,15118.16187,12559.08093,1.511816187,0,0,1,0,0,0.000141622589,17137.03711,14437.0166,22407.70898
4813,1630,1631,100,1,-0,100,24.97761726,25.61891937,0.641302109,0.00641302109,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,11964.20825,10982.10413,1.196420825,0,0,1,0,0,0.003502704231,-13570.07129,14332.00586,19737.10352
4814,1555,1556,100,1,-0,100,25.73037911,26.21001244,0.479633331,0.00479633331,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,9999.999756,9999.999878,1.000000024,0,0,1,0,0,0.002581671248,-20441.77344,15511.53711,25660.74609
4815,1555,1554,100,-1,-0,100,25.73037911,25.11650848,-0.613870621,-0.00613870621,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.003549085819,16492.15039,14573.54102,22008.61523
4816,1555,1633,100,-0,-1,100,25.73037911,25.16636467,-0.564014435,-0.00564014435,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,7988.916992,8994.458496,1.251734122,0,1,0,0,0,0.002684571091,17022.60352,13604.11719,21790.84766
4817,1556,1634,100,-0,-1,100,26.21001244,26.01913071,-0.190881729,-0.00190881729,0.12,0.12,0.12,0,85,85,85,0,85,85,9999.999756,9826.504639,9913.252197,1.017655832,0,0,1,0,0,0.0006936146025,13654.27344,10622.82715,17299.81641
4818,1556,1557,100,1,-0,100,26.21001244,26.39836502,0.188352585,0.00188352585,0.12,0.12,0.12,0,85,85,85,0,85,85,9999.999756,10000,9999.999878,1.000000024,0,0,1,0,0,0.001088762523,-22904.4668,16389.55469,28164.37695
4819,1488,1487,100,-1,-0,100,27.44473648,26.91742897,-0.527307511,-0.00527307511,0.045,0.12,0.0825,0.075,10,85,47.5,75,10,85,10000,10000,10000,1,0,0,1,0,0,0.00209560037,21682.81836,11712.56152,24644.03906
4820,1488,1564,100,-0,-1,100,27.44473648,27.49127388,0.046537399,0.00046537399,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000,10000,1,0,0,1,0,0,0.0002132614694,26105.54102,20644.89648,33282.29297
4821,1488,1489,100,1,-0,100,27.44473648,27.86895561,0.424219131,0.00424219131,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000.00024,10000.00012,1.000000024,0,0,1,0,0,0.002317120332,-41726.97266,22754.95117,47528.18359
4822,1487,1486,100,-1,-0,100,26.91742897,26.35186958,-0.565559387,-0.00565559387,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,11507.43408,10753.71704,1.150743408,0,0,1,0,0,0.003926739639,21721.18555,10508.92676,24129.80273
4823,1487,1563,100,-0,-1,100,26.91742897,27.27357674,0.356147766,0.00356147766,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.001418793432,2041.782349,12409.27148,12576.12402
4824,1489,1565,100,-0,-1,100,27.86895561,27.75745392,-0.111501694,-0.00111501694,0.045,0.045,0.045,0,10,10,10,0,10,10,10000.00024,10000,10000.00012,1.000000024,0,0,1,0,0,0.0005816645228,24878.48438,12864.21875,28007.62695
4825,1489,1490,100,1,-0,100,27.86895561,27.9915123,0.122556687,0.00122556687,0.045,0.045,0.045,0,10,10,10,0,10,10,10000.00024,10000,10000.00012,1.000000024,0,0,1,0,0,0.000751255534,-46666.28125,22021.05078,51601.05078
4826,1501,1577,100,-0,-1,100,31.77479553,31.59785271,-0.176942825,-0.00176942825,0.12,0.045,0.0825,-0.075,85,10,47.5,-75,85,10,10000,10000,10000,1,0,0,1,0,0,0.0003686902573,-3858.557373,4078.866699,5614.768066
4827,1501,1502,100,1,-0,100,31.77479553,32.45059586,0.675800324,0.00675800324,0.12,0.12,0.12,0,85,85,85,0,85,85,10000,10000,10000,1,0,0,1,0,0,0.004713082494,-23176.63867,13351.83398,26747.48828
4828,1490,1566,100,-0,-1,100,27.9915123,27.93376541,-0.057746888,-0.00057746888,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000,10000,1,0,0,1,0,0,0.0002594183063,19566.56445,9911.991211,21933.94727
4829,1490,1491,100,1,-0,100,27.9915123,28,0.008487701,8.487701e-05,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000,10000,1,0,0,1,0,0,0.0004471003428,-50521.52344,23198.95508,55593.30859
4830,1491,1567,100,-0,-1,100,28,27.94791031,-0.052089691,-0.00052089691,0.045,0.045,0.045,0,10,10,10,0,10,10,10000,10000,10000,1,0,0,1,0,0,0.0002285673521,12798.53125,6595.702148,14398.11328
